employee_id,exit_date,exit_reason,voluntary
229303,2018-06-26,Better Opportunity,True
229612,2018-09-25,Career Growth,True
230418,2018-07-06,Relocation,True
230431,2018-10-21,Better Opportunity,True
230472,2018-09-16,Better Opportunity,True
230497,2018-12-19,Personal Reasons,True
230852,2018-09-21,Better Opportunity,True
231246,2018-05-25,Performance Issues,False
231315,2018-12-26,Personal Reasons,True
231400,2018-10-06,Relocation,True
231985,2018-11-27,Better Opportunity,True
232048,2018-08-09,Career Growth,True
232061,2018-10-11,Personal Reasons,True
233105,2018-12-11,Better Opportunity,True
233275,2018-09-18,Compensation,True
233475,2018-05-10,Compensation,True
233829,2018-11-22,Relocation,True
234357,2018-08-23,Better Opportunity,True
234515,2018-10-05,Better Opportunity,True
234532,2018-10-25,Compensation,True
234860,2018-03-07,Better Opportunity,True
200040,2019-10-03,Personal Reasons,True
200127,2019-11-23,Better Opportunity,True
200198,2019-12-05,Performance Issues,False
200260,2019-12-02,Better Opportunity,True
200347,2019-07-27,Better Opportunity,True
200469,2019-09-27,Compensation,True
200516,2019-12-16,Career Growth,True
200592,2019-04-22,Better Opportunity,True
200708,2019-11-06,Relocation,True
200761,2019-12-17,Personal Reasons,True
200788,2019-12-08,Better Opportunity,True
200790,2019-06-12,Compensation,True
200820,2019-04-04,Career Growth,True
200828,2019-09-30,Relocation,True
200900,2019-10-03,Better Opportunity,True
201078,2019-12-09,Compensation,True
201189,2019-12-23,Better Opportunity,True
201288,2019-12-29,Higher Education,True
201499,2019-10-28,Better Opportunity,True
201950,2019-11-22,Better Opportunity,True
201991,2019-09-07,Better Opportunity,True
202035,2019-09-15,Better Opportunity,True
202046,2019-04-02,Better Opportunity,True
202363,2019-12-30,Personal Reasons,True
202424,2019-03-11,Compensation,True
202435,2019-04-17,Personal Reasons,True
202489,2019-06-26,Career Growth,True
202592,2019-12-30,Career Growth,True
202743,2019-09-07,Compensation,True
203019,2019-07-07,Performance Issues,False
203070,2019-04-17,Personal Reasons,True
203456,2019-08-03,Career Growth,True
203535,2019-11-19,Career Growth,True
203772,2019-04-22,Career Growth,True
203933,2019-05-21,Better Opportunity,True
204088,2019-11-16,Compensation,True
204165,2019-03-17,Career Growth,True
204281,2019-10-01,Career Growth,True
204342,2019-12-05,Career Growth,True
204464,2019-12-02,Compensation,True
204583,2019-09-28,Better Opportunity,True
204588,2019-08-08,Personal Reasons,True
204688,2019-12-26,Better Opportunity,True
204816,2019-12-03,Better Opportunity,True
205066,2019-07-07,Better Opportunity,True
205217,2019-06-01,Compensation,True
205231,2019-07-17,Better Opportunity,True
205290,2019-12-30,Career Growth,True
205305,2019-12-24,Better Opportunity,True
205532,2019-05-25,Compensation,True
205587,2019-08-24,Higher Education,True
205683,2019-10-09,Better Opportunity,True
205727,2019-10-10,Better Opportunity,True
205817,2019-11-22,Compensation,True
205849,2019-01-02,Better Opportunity,True
205985,2019-12-28,Personal Reasons,True
206155,2019-06-08,Better Opportunity,True
206629,2019-09-23,Better Opportunity,True
206705,2019-08-26,Career Growth,True
207052,2019-07-03,Career Growth,True
207242,2019-10-09,Personal Reasons,True
207248,2019-03-26,Compensation,True
207309,2019-08-27,Better Opportunity,True
207361,2019-04-11,Better Opportunity,True
207636,2019-10-31,Better Opportunity,True
207717,2019-02-27,Better Opportunity,True
207833,2019-05-29,Better Opportunity,True
207948,2019-01-10,Better Opportunity,True
208251,2019-06-25,Better Opportunity,True
208374,2019-09-27,Personal Reasons,True
208710,2019-12-09,Better Opportunity,True
208834,2019-02-28,Personal Reasons,True
208875,2019-05-31,Career Growth,True
208898,2019-10-25,Career Growth,True
208931,2019-11-05,Better Opportunity,True
208943,2019-11-16,Career Growth,True
209221,2019-03-26,Better Opportunity,True
209303,2019-06-07,Career Growth,True
209310,2019-11-30,Higher Education,True
209339,2019-12-21,Career Growth,True
209486,2019-06-11,Better Opportunity,True
209758,2019-12-18,Relocation,True
209766,2019-03-30,Better Opportunity,True
209769,2019-12-19,Better Opportunity,True
209786,2019-11-25,Relocation,True
209915,2019-03-09,Better Opportunity,True
209923,2019-09-24,Personal Reasons,True
209925,2019-11-16,Career Growth,True
210090,2019-08-24,Compensation,True
210172,2019-12-19,Compensation,True
210252,2019-11-21,Compensation,True
210395,2019-05-24,Better Opportunity,True
210532,2019-12-28,Better Opportunity,True
210616,2019-12-18,Better Opportunity,True
210700,2019-11-27,Better Opportunity,True
210720,2019-09-02,Personal Reasons,True
210735,2019-10-08,Better Opportunity,True
210947,2019-11-25,Better Opportunity,True
210980,2019-12-03,Personal Reasons,True
211128,2019-12-06,Personal Reasons,True
211177,2019-04-05,Career Growth,True
211251,2019-12-09,Better Opportunity,True
211352,2019-11-16,Career Growth,True
211515,2019-10-10,Performance Issues,False
211522,2019-08-16,Compensation,True
211553,2019-05-01,Better Opportunity,True
211878,2019-09-02,Performance Issues,False
211960,2019-05-28,Career Growth,True
212004,2019-08-31,Career Growth,True
212108,2019-12-05,Career Growth,True
212386,2019-04-23,Relocation,True
212570,2019-09-02,Career Growth,True
212588,2019-08-12,Personal Reasons,True
212637,2019-09-15,Personal Reasons,True
212710,2019-09-11,Career Growth,True
212872,2019-01-05,Better Opportunity,True
212914,2019-01-03,Personal Reasons,True
212955,2019-05-01,Career Growth,True
213003,2019-10-31,Better Opportunity,True
213010,2019-12-14,Career Growth,True
213206,2019-03-11,Career Growth,True
213215,2019-09-24,Better Opportunity,True
213239,2019-12-13,Better Opportunity,True
213275,2019-06-17,Personal Reasons,True
213416,2019-06-17,Compensation,True
213526,2019-12-13,Better Opportunity,True
213631,2019-03-23,Relocation,True
213698,2019-10-07,Better Opportunity,True
213806,2019-09-11,Compensation,True
213956,2019-02-09,Better Opportunity,True
214015,2019-12-08,Better Opportunity,True
214036,2019-02-23,Better Opportunity,True
214047,2019-03-13,Compensation,True
214382,2019-10-15,Career Growth,True
214590,2019-12-25,Better Opportunity,True
214626,2019-04-10,Performance Issues,False
214630,2019-08-19,Personal Reasons,True
214706,2019-12-30,Better Opportunity,True
214785,2019-12-30,Personal Reasons,True
214850,2019-06-17,Better Opportunity,True
215154,2019-11-13,Performance Issues,False
215159,2019-12-04,Career Growth,True
215278,2019-04-15,Career Growth,True
215311,2019-07-19,Better Opportunity,True
215583,2019-08-22,Higher Education,True
215646,2019-06-29,Better Opportunity,True
215676,2019-08-23,Personal Reasons,True
215708,2019-11-23,Career Growth,True
216191,2019-04-10,Relocation,True
216426,2019-08-22,Better Opportunity,True
216447,2019-09-05,Career Growth,True
216578,2019-11-25,Better Opportunity,True
216802,2019-12-13,Better Opportunity,True
216870,2019-07-09,Better Opportunity,True
216909,2019-03-03,Better Opportunity,True
216922,2019-12-20,Career Growth,True
216988,2019-09-23,Personal Reasons,True
217119,2019-10-23,Better Opportunity,True
217233,2019-08-31,Career Growth,True
217414,2019-09-16,Better Opportunity,True
217563,2019-10-19,Performance Issues,False
217638,2019-02-09,Performance Issues,False
217737,2019-05-30,Better Opportunity,True
217847,2019-04-14,Career Growth,True
217875,2019-09-10,Better Opportunity,True
218039,2019-07-28,Better Opportunity,True
218367,2019-12-13,Career Growth,True
218755,2019-11-17,Compensation,True
218776,2019-12-24,Career Growth,True
218854,2019-09-07,Relocation,True
218860,2019-11-03,Career Growth,True
219093,2019-03-24,Career Growth,True
219101,2019-10-11,Career Growth,True
219169,2019-09-23,Compensation,True
219225,2019-09-05,Better Opportunity,True
219718,2019-10-25,Career Growth,True
219874,2019-03-22,Performance Issues,False
219882,2019-08-30,Better Opportunity,True
219944,2019-04-25,Compensation,True
220118,2019-05-07,Better Opportunity,True
220178,2019-08-29,Better Opportunity,True
220367,2019-01-18,Better Opportunity,True
220389,2019-09-28,Better Opportunity,True
220396,2019-02-04,Higher Education,True
220454,2019-07-16,Compensation,True
220509,2019-12-13,Career Growth,True
220702,2019-12-13,Better Opportunity,True
220755,2019-05-09,Personal Reasons,True
220782,2019-11-16,Better Opportunity,True
220881,2019-07-26,Compensation,True
220919,2019-03-27,Better Opportunity,True
221051,2019-09-18,Better Opportunity,True
221146,2019-12-13,Career Growth,True
221364,2019-11-30,Compensation,True
221644,2019-12-22,Compensation,True
222459,2019-09-19,Better Opportunity,True
222469,2019-12-13,Compensation,True
222510,2019-10-31,Career Growth,True
222609,2019-09-15,Personal Reasons,True
222731,2019-02-17,Better Opportunity,True
223054,2019-09-18,Better Opportunity,True
223091,2019-03-09,Personal Reasons,True
223506,2019-10-28,Personal Reasons,True
223559,2019-12-29,Personal Reasons,True
223746,2019-10-11,Personal Reasons,True
223751,2019-10-19,Better Opportunity,True
223871,2019-01-18,Career Growth,True
223929,2019-02-13,Career Growth,True
223993,2019-10-28,Better Opportunity,True
224096,2019-08-27,Better Opportunity,True
224209,2019-07-01,Higher Education,True
224431,2019-05-26,Relocation,True
224587,2019-12-28,Career Growth,True
224854,2019-06-18,Personal Reasons,True
225011,2019-10-30,Compensation,True
225144,2019-11-22,Personal Reasons,True
225181,2019-11-13,Career Growth,True
225527,2019-09-06,Personal Reasons,True
225601,2019-01-10,Better Opportunity,True
225614,2019-11-08,Performance Issues,False
225636,2019-11-30,Career Growth,True
225933,2019-11-30,Better Opportunity,True
226023,2019-05-13,Personal Reasons,True
226203,2019-09-08,Performance Issues,False
226462,2019-10-15,Higher Education,True
226678,2019-03-01,Better Opportunity,True
226907,2019-12-18,Better Opportunity,True
227416,2019-03-12,Relocation,True
227592,2019-11-16,Better Opportunity,True
227603,2019-11-19,Better Opportunity,True
228079,2019-02-05,Career Growth,True
228297,2019-10-23,Career Growth,True
228477,2019-12-02,Better Opportunity,True
228827,2019-09-23,Personal Reasons,True
229024,2019-03-08,Performance Issues,False
229191,2019-02-11,Performance Issues,False
229257,2019-12-21,Compensation,True
229356,2019-09-04,Career Growth,True
229372,2019-05-29,Better Opportunity,True
229388,2019-11-08,Career Growth,True
229636,2019-02-13,Career Growth,True
229798,2019-09-10,Career Growth,True
230033,2019-12-23,Higher Education,True
230101,2019-11-17,Better Opportunity,True
230123,2019-09-27,Compensation,True
230132,2019-10-25,Personal Reasons,True
230136,2019-02-03,Better Opportunity,True
230187,2019-12-30,Better Opportunity,True
230225,2019-09-20,Career Growth,True
230520,2019-08-03,Better Opportunity,True
230551,2019-05-23,Career Growth,True
230602,2019-12-23,Better Opportunity,True
230724,2019-12-09,Relocation,True
230881,2019-09-30,Career Growth,True
231015,2019-11-27,Better Opportunity,True
231088,2019-02-22,Better Opportunity,True
231162,2019-06-03,Better Opportunity,True
231299,2019-12-25,Relocation,True
231490,2019-03-01,Career Growth,True
231657,2019-05-31,Better Opportunity,True
231710,2019-12-24,Better Opportunity,True
231790,2019-10-17,Compensation,True
231986,2019-10-01,Career Growth,True
232304,2019-08-25,Personal Reasons,True
232415,2019-11-27,Career Growth,True
232422,2019-10-23,Personal Reasons,True
232549,2019-05-13,Personal Reasons,True
232564,2019-12-11,Better Opportunity,True
232584,2019-12-20,Better Opportunity,True
232704,2019-12-18,Career Growth,True
232717,2019-10-27,Personal Reasons,True
232834,2019-08-09,Better Opportunity,True
232906,2019-06-25,Career Growth,True
232958,2019-12-04,Better Opportunity,True
233017,2019-12-21,Compensation,True
233188,2019-12-04,Better Opportunity,True
233199,2019-12-25,Compensation,True
233209,2019-04-11,Career Growth,True
233426,2019-12-20,Career Growth,True
233668,2019-08-11,Better Opportunity,True
233703,2019-07-26,Personal Reasons,True
233907,2019-12-09,Better Opportunity,True
234124,2019-02-25,Personal Reasons,True
234318,2019-09-28,Better Opportunity,True
234470,2019-05-13,Compensation,True
234611,2019-09-20,Better Opportunity,True
234807,2019-12-20,Better Opportunity,True
234867,2019-11-17,Career Growth,True
200094,2020-04-08,Better Opportunity,True
200100,2020-10-21,Better Opportunity,True
200185,2020-12-25,Better Opportunity,True
200284,2020-05-26,Personal Reasons,True
200395,2020-12-16,Better Opportunity,True
200639,2020-08-26,Personal Reasons,True
200652,2020-06-30,Personal Reasons,True
200680,2020-09-30,Compensation,True
200816,2020-12-06,Better Opportunity,True
200852,2020-08-29,Compensation,True
200859,2020-01-27,Career Growth,True
200898,2020-04-19,Better Opportunity,True
201037,2020-06-19,Better Opportunity,True
201048,2020-08-22,Better Opportunity,True
201125,2020-10-15,Career Growth,True
201190,2020-05-28,Better Opportunity,True
201491,2020-12-13,Better Opportunity,True
201506,2020-09-06,Compensation,True
201521,2020-01-03,Better Opportunity,True
201560,2020-05-31,Personal Reasons,True
201579,2020-09-09,Better Opportunity,True
201605,2020-08-01,Compensation,True
201624,2020-01-14,Compensation,True
201639,2020-04-26,Better Opportunity,True
201703,2020-04-08,Better Opportunity,True
201833,2020-04-28,Personal Reasons,True
202155,2020-06-13,Better Opportunity,True
202236,2020-07-20,Better Opportunity,True
202599,2020-12-21,Performance Issues,False
202633,2020-10-02,Better Opportunity,True
202653,2020-12-22,Relocation,True
202661,2020-08-07,Personal Reasons,True
202733,2020-10-30,Better Opportunity,True
202754,2020-04-17,Better Opportunity,True
202825,2020-08-09,Personal Reasons,True
202960,2020-07-11,Performance Issues,False
202989,2020-12-15,Better Opportunity,True
203071,2020-04-13,Better Opportunity,True
203094,2020-04-10,Better Opportunity,True
203107,2020-07-25,Better Opportunity,True
203138,2020-01-11,Higher Education,True
203148,2020-05-05,Compensation,True
203290,2020-07-29,Career Growth,True
203312,2020-04-27,Better Opportunity,True
203417,2020-12-21,Personal Reasons,True
203464,2020-02-23,Better Opportunity,True
203515,2020-04-06,Career Growth,True
203954,2020-12-14,Higher Education,True
204020,2020-09-04,Relocation,True
204079,2020-08-11,Career Growth,True
204144,2020-08-30,Relocation,True
204378,2020-12-07,Higher Education,True
204449,2020-05-23,Better Opportunity,True
204451,2020-01-03,Career Growth,True
204536,2020-09-03,Personal Reasons,True
204538,2020-11-07,Compensation,True
204553,2020-12-30,Relocation,True
204567,2020-02-05,Performance Issues,False
204636,2020-12-09,Better Opportunity,True
204815,2020-08-27,Better Opportunity,True
204822,2020-09-18,Career Growth,True
204827,2020-11-13,Better Opportunity,True
204845,2020-08-23,Performance Issues,False
204916,2020-10-30,Career Growth,True
204932,2020-10-16,Better Opportunity,True
204991,2020-07-28,Better Opportunity,True
205324,2020-04-05,Personal Reasons,True
205343,2020-12-07,Performance Issues,False
205365,2020-11-09,Better Opportunity,True
205439,2020-09-01,Career Growth,True
205462,2020-01-21,Personal Reasons,True
205646,2020-11-22,Career Growth,True
205729,2020-05-15,Better Opportunity,True
205754,2020-02-11,Higher Education,True
205899,2020-11-14,Better Opportunity,True
205996,2020-05-24,Compensation,True
206052,2020-12-18,Better Opportunity,True
206062,2020-12-24,Better Opportunity,True
206185,2020-09-04,Better Opportunity,True
206201,2020-01-29,Better Opportunity,True
206268,2020-01-17,Career Growth,True
206745,2020-06-13,Career Growth,True
206880,2020-04-13,Relocation,True
206926,2020-01-10,Relocation,True
206947,2020-10-30,Career Growth,True
206956,2020-12-15,Career Growth,True
207112,2020-04-06,Better Opportunity,True
207151,2020-01-02,Compensation,True
207156,2020-11-29,Career Growth,True
207195,2020-08-27,Career Growth,True
207253,2020-12-16,Career Growth,True
207470,2020-01-08,Career Growth,True
207498,2020-10-01,Performance Issues,False
207518,2020-12-26,Career Growth,True
207644,2020-09-03,Better Opportunity,True
207803,2020-05-23,Personal Reasons,True
207843,2020-05-01,Higher Education,True
207869,2020-08-13,Career Growth,True
208036,2020-06-03,Better Opportunity,True
208245,2020-01-23,Better Opportunity,True
208496,2020-10-29,Better Opportunity,True
208510,2020-09-07,Better Opportunity,True
208589,2020-12-13,Better Opportunity,True
208697,2020-12-29,Personal Reasons,True
208743,2020-11-06,Career Growth,True
208815,2020-06-27,Better Opportunity,True
208996,2020-08-22,Better Opportunity,True
209125,2020-08-17,Career Growth,True
209183,2020-07-29,Better Opportunity,True
209227,2020-11-27,Better Opportunity,True
209229,2020-10-27,Better Opportunity,True
209333,2020-09-06,Better Opportunity,True
209402,2020-11-23,Better Opportunity,True
209565,2020-09-06,Better Opportunity,True
209605,2020-06-26,Personal Reasons,True
209609,2020-12-16,Better Opportunity,True
209789,2020-09-26,Better Opportunity,True
209891,2020-12-22,Relocation,True
209916,2020-06-03,Career Growth,True
209935,2020-06-07,Personal Reasons,True
209976,2020-10-26,Better Opportunity,True
209998,2020-11-28,Performance Issues,False
210022,2020-02-17,Personal Reasons,True
210031,2020-12-29,Career Growth,True
210086,2020-11-12,Career Growth,True
210205,2020-03-01,Better Opportunity,True
210358,2020-02-08,Performance Issues,False
210394,2020-12-25,Better Opportunity,True
210640,2020-01-26,Career Growth,True
210728,2020-12-12,Better Opportunity,True
210768,2020-04-04,Career Growth,True
210826,2020-11-08,Compensation,True
210916,2020-03-03,Compensation,True
210933,2020-05-16,Better Opportunity,True
211047,2020-07-10,Performance Issues,False
211054,2020-05-25,Better Opportunity,True
211097,2020-03-31,Better Opportunity,True
211314,2020-06-29,Better Opportunity,True
211373,2020-12-13,Career Growth,True
211486,2020-11-07,Higher Education,True
211589,2020-09-14,Relocation,True
211622,2020-07-23,Better Opportunity,True
211709,2020-02-07,Compensation,True
211861,2020-03-26,Better Opportunity,True
211884,2020-09-29,Better Opportunity,True
212145,2020-12-13,Performance Issues,False
212178,2020-11-04,Better Opportunity,True
212729,2020-12-16,Personal Reasons,True
212839,2020-12-30,Better Opportunity,True
212983,2020-01-24,Personal Reasons,True
212993,2020-02-16,Personal Reasons,True
213118,2020-12-11,Better Opportunity,True
213123,2020-03-01,Personal Reasons,True
213187,2020-02-19,Better Opportunity,True
213197,2020-12-02,Performance Issues,False
213267,2020-03-11,Career Growth,True
213280,2020-10-03,Career Growth,True
213281,2020-09-26,Career Growth,True
213426,2020-12-30,Career Growth,True
213487,2020-11-01,Career Growth,True
213504,2020-08-03,Better Opportunity,True
213513,2020-09-15,Personal Reasons,True
213829,2020-08-21,Relocation,True
213839,2020-03-08,Better Opportunity,True
213977,2020-07-27,Compensation,True
214002,2020-09-01,Better Opportunity,True
214214,2020-09-03,Career Growth,True
214224,2020-06-08,Better Opportunity,True
214232,2020-01-22,Better Opportunity,True
214355,2020-09-03,Compensation,True
214402,2020-08-10,Compensation,True
214406,2020-12-22,Personal Reasons,True
214455,2020-02-13,Personal Reasons,True
214489,2020-05-05,Career Growth,True
214539,2020-08-19,Better Opportunity,True
214711,2020-01-15,Better Opportunity,True
214833,2020-12-01,Better Opportunity,True
215065,2020-07-19,Better Opportunity,True
215066,2020-11-21,Better Opportunity,True
215157,2020-01-17,Career Growth,True
215207,2020-05-30,Better Opportunity,True
215295,2020-02-09,Performance Issues,False
215444,2020-08-28,Better Opportunity,True
215486,2020-12-11,Compensation,True
215582,2020-12-11,Performance Issues,False
215598,2020-08-20,Performance Issues,False
215812,2020-08-26,Performance Issues,False
216027,2020-05-12,Better Opportunity,True
216029,2020-07-31,Career Growth,True
216180,2020-07-25,Compensation,True
216316,2020-06-12,Better Opportunity,True
216322,2020-01-15,Better Opportunity,True
216412,2020-11-01,Better Opportunity,True
216432,2020-05-28,Career Growth,True
216538,2020-12-05,Compensation,True
216545,2020-02-08,Personal Reasons,True
216554,2020-01-30,Better Opportunity,True
216569,2020-12-04,Personal Reasons,True
216577,2020-07-10,Personal Reasons,True
216579,2020-09-30,Career Growth,True
216592,2020-04-15,Better Opportunity,True
216606,2020-01-23,Compensation,True
216723,2020-04-13,Better Opportunity,True
216780,2020-09-27,Career Growth,True
216837,2020-11-24,Better Opportunity,True
216848,2020-09-30,Career Growth,True
216895,2020-08-08,Career Growth,True
216956,2020-09-06,Compensation,True
216958,2020-03-24,Career Growth,True
216962,2020-09-30,Career Growth,True
217028,2020-02-27,Compensation,True
217125,2020-03-26,Career Growth,True
217287,2020-12-30,Better Opportunity,True
217367,2020-10-27,Performance Issues,False
217369,2020-08-06,Better Opportunity,True
217396,2020-12-26,Performance Issues,False
217436,2020-10-08,Career Growth,True
217462,2020-11-07,Career Growth,True
217487,2020-04-22,Personal Reasons,True
217589,2020-10-06,Career Growth,True
217662,2020-10-29,Better Opportunity,True
217827,2020-12-10,Personal Reasons,True
217951,2020-03-14,Better Opportunity,True
218118,2020-12-16,Career Growth,True
218287,2020-09-16,Career Growth,True
218414,2020-07-16,Compensation,True
218438,2020-11-20,Personal Reasons,True
218549,2020-10-27,Career Growth,True
218590,2020-07-19,Career Growth,True
218636,2020-05-28,Performance Issues,False
218717,2020-02-05,Better Opportunity,True
218847,2020-05-14,Better Opportunity,True
218869,2020-07-15,Performance Issues,False
219083,2020-11-09,Better Opportunity,True
219100,2020-10-21,Career Growth,True
219138,2020-09-27,Higher Education,True
219177,2020-02-08,Career Growth,True
219178,2020-06-21,Better Opportunity,True
219202,2020-04-05,Better Opportunity,True
219237,2020-02-29,Better Opportunity,True
219248,2020-07-16,Performance Issues,False
219281,2020-10-31,Career Growth,True
219311,2020-01-05,Better Opportunity,True
219361,2020-04-13,Career Growth,True
219408,2020-05-12,Higher Education,True
219417,2020-06-06,Career Growth,True
219424,2020-08-06,Performance Issues,False
219617,2020-10-20,Personal Reasons,True
219707,2020-04-06,Better Opportunity,True
219717,2020-12-21,Better Opportunity,True
219964,2020-01-20,Compensation,True
219993,2020-11-12,Better Opportunity,True
219997,2020-10-26,Relocation,True
220074,2020-12-26,Better Opportunity,True
220078,2020-12-27,Better Opportunity,True
220249,2020-05-17,Compensation,True
220369,2020-11-07,Better Opportunity,True
220459,2020-04-23,Personal Reasons,True
220727,2020-05-09,Compensation,True
220790,2020-12-28,Performance Issues,False
220846,2020-12-20,Personal Reasons,True
220882,2020-05-09,Relocation,True
221019,2020-06-26,Better Opportunity,True
221067,2020-12-19,Better Opportunity,True
221073,2020-05-17,Better Opportunity,True
221214,2020-06-19,Performance Issues,False
221220,2020-12-14,Personal Reasons,True
221240,2020-01-30,Compensation,True
221271,2020-12-26,Higher Education,True
221306,2020-07-11,Career Growth,True
221352,2020-04-09,Compensation,True
221498,2020-12-13,Better Opportunity,True
221542,2020-08-10,Personal Reasons,True
221587,2020-09-19,Better Opportunity,True
221700,2020-12-27,Compensation,True
221707,2020-04-04,Better Opportunity,True
221830,2020-02-24,Better Opportunity,True
221844,2020-07-30,Better Opportunity,True
221929,2020-10-17,Career Growth,True
221970,2020-07-25,Better Opportunity,True
221994,2020-05-31,Personal Reasons,True
222003,2020-12-26,Better Opportunity,True
222343,2020-08-19,Performance Issues,False
222399,2020-11-02,Higher Education,True
222429,2020-12-30,Relocation,True
222567,2020-08-31,Compensation,True
222579,2020-05-21,Career Growth,True
222654,2020-10-23,Better Opportunity,True
222723,2020-03-13,Compensation,True
222776,2020-06-29,Better Opportunity,True
222780,2020-09-21,Career Growth,True
222811,2020-11-25,Better Opportunity,True
223009,2020-09-07,Better Opportunity,True
223417,2020-11-27,Better Opportunity,True
223433,2020-06-07,Higher Education,True
223445,2020-03-19,Performance Issues,False
223465,2020-05-30,Personal Reasons,True
223515,2020-02-18,Career Growth,True
223724,2020-05-17,Compensation,True
223731,2020-05-10,Career Growth,True
223881,2020-02-04,Career Growth,True
223964,2020-09-30,Personal Reasons,True
223988,2020-11-19,Better Opportunity,True
223990,2020-10-27,Better Opportunity,True
