employee_id,effective_date,base_salary,salary_band
EMP_00049,2022-02-01,508100.0,B1
EMP_00049,2023-04-01,556800.0,B1
EMP_00049,2024-04-01,600000.0,B1
EMP_00050,2022-01-02,621000.0,B2
EMP_00050,2023-04-01,713800.0,B2
EMP_00050,2024-04-01,791300.0,B2
EMP_00051,2023-06-16,733200.0,B2
EMP_00051,2024-04-01,846800.0,B2
EMP_00052,2022-06-11,722300.0,B2
EMP_00052,2023-04-01,847500.0,B2
EMP_00052,2024-04-01,900000.0,B2
EMP_00053,2021-10-13,851700.0,B3
EMP_00053,2022-04-01,958300.0,B3
EMP_00053,2023-04-01,1073400.0,B3
EMP_00053,2024-04-01,1193800.0,B3
EMP_00054,2021-01-14,1013800.0,B3
EMP_00055,2022-10-14,1514800.0,B4
EMP_00055,2023-04-01,1700900.0,B4
EMP_00055,2024-04-01,1869700.0,B4
EMP_00056,2022-09-24,1031400.0,B3
EMP_00056,2023-04-01,1195500.0,B3
EMP_00056,2024-04-01,1305000.0,B3
EMP_00057,2019-11-03,1996500.0,B5
EMP_00057,2020-04-01,2188900.0,B5
EMP_00057,2021-04-01,2439100.0,B5
EMP_00057,2022-04-01,2749900.0,B5
EMP_00058,2020-05-15,1715900.0,B4
EMP_00058,2021-04-01,1881300.0,B4
EMP_00058,2022-04-01,2111600.0,B4
EMP_00058,2023-04-01,2200000.0,B4
EMP_00059,2021-09-14,9115900.0,B8
EMP_00059,2022-04-01,10180100.0,B8
EMP_00059,2023-04-01,11348200.0,B8
EMP_00059,2024-04-01,12331000.0,B8
EMP_00060,2023-12-15,805600.0,B2
EMP_00060,2024-04-01,900000.0,B2
EMP_00061,2022-10-02,764200.0,B2
EMP_00061,2023-04-01,830600.0,B2
EMP_00061,2024-04-01,900000.0,B2
EMP_00062,2022-12-29,839200.0,B2
EMP_00062,2023-04-01,900000.0,B2
EMP_00062,2024-04-01,900000.0,B2
EMP_00063,2023-09-01,583300.0,B2
EMP_00063,2024-04-01,635000.0,B2
EMP_00064,2023-07-03,2756900.0,B5
EMP_00064,2024-04-01,3041700.0,B5
EMP_00065,2023-08-17,1089100.0,B3
EMP_00065,2024-04-01,1219800.0,B3
EMP_00066,2019-06-01,546300.0,B1
EMP_00066,2020-04-01,600000.0,B1
EMP_00067,2023-08-15,1675200.0,B4
EMP_00067,2024-04-01,1953800.0,B4
EMP_00068,2023-12-20,1771100.0,B4
EMP_00068,2024-04-01,1972200.0,B4
EMP_00069,2022-11-15,1818900.0,B4
EMP_00069,2023-04-01,2033800.0,B4
EMP_00069,2024-04-01,2200000.0,B4
EMP_00070,2023-10-19,997700.0,B3
EMP_00070,2024-04-01,1174700.0,B3
EMP_00071,2023-01-03,924700.0,B3
EMP_00071,2024-04-01,1032400.0,B3
EMP_00072,2022-01-02,411600.0,B1
EMP_00072,2023-04-01,460600.0,B1
EMP_00073,2021-11-07,1770600.0,B4
EMP_00073,2022-04-01,1999600.0,B4
EMP_00073,2023-04-01,2200000.0,B4
EMP_00073,2024-04-01,2200000.0,B4
EMP_00074,2023-06-04,683000.0,B2
EMP_00074,2024-04-01,794700.0,B2
EMP_00075,2022-09-13,993900.0,B3
EMP_00075,2023-04-01,1151100.0,B3
EMP_00076,2022-06-14,866300.0,B3
EMP_00076,2023-04-01,955500.0,B3
EMP_00077,2023-04-29,954600.0,B3
EMP_00077,2024-04-01,1074800.0,B3
EMP_00078,2020-05-06,1653900.0,B4
EMP_00078,2021-04-01,1951400.0,B4
EMP_00078,2022-04-01,2135200.0,B4
EMP_00078,2023-04-01,2200000.0,B4
EMP_00078,2024-04-01,2200000.0,B4
EMP_00079,2023-09-02,2440100.0,B5
EMP_00079,2024-04-01,2869300.0,B5
EMP_00080,2022-07-06,1705100.0,B4
EMP_00080,2023-04-01,1853700.0,B4
EMP_00080,2024-04-01,2020400.0,B4
EMP_00081,2019-04-24,667700.0,B2
EMP_00081,2020-04-01,722300.0,B2
EMP_00081,2021-04-01,824900.0,B2
EMP_00081,2022-04-01,900000.0,B2
EMP_00082,2020-01-01,585900.0,B2
EMP_00082,2021-04-01,634400.0,B2
EMP_00082,2022-04-01,714600.0,B2
EMP_00082,2023-04-01,796700.0,B2
EMP_00082,2024-04-01,862000.0,B2
EMP_00083,2023-07-12,957400.0,B3
EMP_00084,2022-11-11,1882200.0,B4
EMP_00084,2023-04-01,2112900.0,B4
EMP_00084,2024-04-01,2200000.0,B4
EMP_00085,2022-06-23,3415800.0,B6
EMP_00085,2023-04-01,3810300.0,B6
EMP_00085,2024-04-01,4231600.0,B6
EMP_00086,2023-03-01,2515800.0,B5
EMP_00086,2024-04-01,2722400.0,B5
EMP_00087,2023-02-24,3650200.0,B6
EMP_00087,2024-04-01,4174600.0,B6
EMP_00088,2021-01-11,656600.0,B2
EMP_00088,2022-04-01,724200.0,B2
EMP_00088,2023-04-01,805200.0,B2
EMP_00089,2020-02-15,1664400.0,B4
EMP_00089,2021-04-01,1960400.0,B4
EMP_00089,2022-04-01,2173900.0,B4
EMP_00089,2023-04-01,2200000.0,B4
EMP_00089,2024-04-01,2200000.0,B4
EMP_00090,2022-05-22,1033600.0,B3
EMP_00090,2023-04-01,1140800.0,B3
EMP_00090,2024-04-01,1306600.0,B3
EMP_00091,2021-08-05,1027300.0,B3
EMP_00091,2022-04-01,1140900.0,B3
EMP_00091,2023-04-01,1255700.0,B3
EMP_00091,2024-04-01,1369800.0,B3
EMP_00092,2022-03-09,350900.0,B1
EMP_00092,2023-04-01,379600.0,B1
EMP_00093,2019-01-13,1484500.0,B4
EMP_00093,2020-04-01,1645800.0,B4
EMP_00093,2021-04-01,1835200.0,B4
EMP_00093,2022-04-01,2041900.0,B4
EMP_00093,2023-04-01,2200000.0,B4
EMP_00094,2020-09-05,2650600.0,B5
EMP_00094,2021-04-01,2910400.0,B5
EMP_00094,2022-04-01,3200000.0,B5
EMP_00094,2023-04-01,3200000.0,B5
EMP_00094,2024-04-01,3200000.0,B5
EMP_00095,2022-05-18,637500.0,B2
EMP_00095,2023-04-01,715200.0,B2
EMP_00095,2024-04-01,776600.0,B2
EMP_00096,2023-07-03,2599600.0,B5
EMP_00097,2021-05-07,6796600.0,B7
EMP_00097,2022-04-01,7453900.0,B7
EMP_00097,2023-04-01,8000000.0,B7
EMP_00097,2024-04-01,8000000.0,B7
EMP_00098,2021-05-18,1191600.0,B4
EMP_00098,2022-04-01,1296100.0,B4
EMP_00099,2021-11-17,3485700.0,B6
EMP_00099,2022-04-01,4024600.0,B6
EMP_00099,2023-04-01,4546900.0,B6
EMP_00099,2024-04-01,4981300.0,B6
EMP_00100,2022-08-26,740200.0,B2
EMP_00100,2023-04-01,813800.0,B2
EMP_00101,2019-12-13,2391600.0,B5
EMP_00101,2020-04-01,2645700.0,B5
EMP_00101,2021-04-01,3033700.0,B5
EMP_00101,2022-04-01,3200000.0,B5
EMP_00101,2023-04-01,3200000.0,B5
EMP_00101,2024-04-01,3200000.0,B5
EMP_00102,2020-04-02,2764300.0,B5
EMP_00102,2021-04-01,3200000.0,B5
EMP_00102,2022-04-01,3200000.0,B5
EMP_00102,2023-04-01,3200000.0,B5
EMP_00102,2024-04-01,3200000.0,B5
EMP_00103,2023-01-16,1325900.0,B4
EMP_00103,2024-04-01,1464500.0,B4
EMP_00104,2021-03-07,2754400.0,B5
EMP_00105,2020-03-30,1800700.0,B5
EMP_00105,2021-04-01,2070300.0,B5
EMP_00105,2022-04-01,2301900.0,B5
EMP_00105,2023-04-01,2563200.0,B5
EMP_00105,2024-04-01,2775700.0,B5
EMP_00106,2022-05-12,1417600.0,B4
EMP_00107,2019-05-19,4136400.0,B6
EMP_00107,2020-04-01,4642000.0,B6
EMP_00107,2021-04-01,5000000.0,B6
EMP_00107,2022-04-01,5000000.0,B6
EMP_00107,2023-04-01,5000000.0,B6
EMP_00107,2024-04-01,5000000.0,B6
EMP_00108,2023-03-10,1438100.0,B4
EMP_00108,2024-04-01,1619100.0,B4
EMP_00109,2021-01-21,1020700.0,B3
EMP_00109,2022-04-01,1112100.0,B3
EMP_00109,2023-04-01,1309100.0,B3
EMP_00109,2024-04-01,1400000.0,B3
EMP_00110,2019-08-21,2017200.0,B5
EMP_00110,2020-04-01,2322000.0,B5
EMP_00110,2021-04-01,2581300.0,B5
EMP_00110,2022-04-01,2867900.0,B5
EMP_00110,2023-04-01,3200000.0,B5
EMP_00110,2024-04-01,3200000.0,B5
EMP_00111,2021-02-25,391700.0,B1
EMP_00111,2022-04-01,440000.0,B1
EMP_00111,2023-04-01,514500.0,B1
EMP_00111,2024-04-01,569900.0,B1
EMP_00112,2020-02-03,1645900.0,B4
EMP_00112,2021-04-01,1858600.0,B4
EMP_00112,2022-04-01,2075500.0,B4
EMP_00112,2023-04-01,2200000.0,B4
EMP_00112,2024-04-01,2200000.0,B4
EMP_00113,2022-07-13,948600.0,B3
EMP_00113,2023-04-01,1046500.0,B3
EMP_00114,2021-11-27,848600.0,B3
EMP_00114,2022-04-01,950200.0,B3
EMP_00114,2023-04-01,1104300.0,B3
EMP_00114,2024-04-01,1243700.0,B3
EMP_00115,2022-09-24,1150700.0,B3
EMP_00115,2023-04-01,1329000.0,B3
EMP_00115,2024-04-01,1400000.0,B3
EMP_00116,2021-10-06,1645800.0,B4
EMP_00116,2022-04-01,1841100.0,B4
EMP_00117,2021-04-23,588200.0,B2
EMP_00117,2022-04-01,636700.0,B2
EMP_00117,2023-04-01,707400.0,B2
EMP_00118,2022-03-06,1517600.0,B4
EMP_00118,2023-04-01,1761300.0,B4
EMP_00118,2024-04-01,1904800.0,B4
EMP_00119,2023-03-30,984900.0,B3
EMP_00119,2024-04-01,1096800.0,B3
EMP_00120,2022-09-12,5224000.0,B7
EMP_00120,2023-04-01,5864800.0,B7
EMP_00120,2024-04-01,6507100.0,B7
EMP_00121,2023-10-25,674400.0,B2
EMP_00121,2024-04-01,758200.0,B2
EMP_00122,2023-05-22,2099800.0,B5
EMP_00122,2024-04-01,2422500.0,B5
EMP_00123,2020-08-02,820300.0,B3
EMP_00123,2021-04-01,898100.0,B3
EMP_00123,2022-04-01,976100.0,B3
EMP_00123,2023-04-01,1102900.0,B3
EMP_00124,2022-04-18,601000.0,B2
EMP_00124,2023-04-01,660900.0,B2
EMP_00124,2024-04-01,730200.0,B2
EMP_00125,2021-12-22,9303500.0,B8
EMP_00125,2022-04-01,10079000.0,B8
EMP_00125,2023-04-01,10894200.0,B8
EMP_00125,2024-04-01,12111400.0,B8
EMP_00126,2023-12-07,520500.0,B1
EMP_00126,2024-04-01,587100.0,B1
EMP_00127,2020-04-22,1047800.0,B3
EMP_00127,2021-04-01,1146500.0,B3
EMP_00127,2022-04-01,1251700.0,B3
EMP_00128,2020-01-10,864900.0,B3
EMP_00128,2021-04-01,957000.0,B3
EMP_00128,2022-04-01,1061800.0,B3
EMP_00128,2023-04-01,1162600.0,B3
EMP_00128,2024-04-01,1274400.0,B3
EMP_00129,2021-09-26,1019700.0,B3
EMP_00129,2022-04-01,1129900.0,B3
EMP_00129,2023-04-01,1264600.0,B3
EMP_00129,2024-04-01,1395900.0,B3
EMP_00130,2023-12-17,1859300.0,B4
EMP_00130,2024-04-01,2083800.0,B4
EMP_00131,2022-12-01,2172700.0,B5
EMP_00131,2023-04-01,2525700.0,B5
EMP_00131,2024-04-01,2945300.0,B5
EMP_00132,2023-04-16,2280700.0,B5
EMP_00132,2024-04-01,2512500.0,B5
EMP_00133,2022-08-14,2690500.0,B5
EMP_00133,2023-04-01,2919600.0,B5
EMP_00134,2022-08-21,1456600.0,B4
EMP_00134,2023-04-01,1577900.0,B4
EMP_00134,2024-04-01,1744800.0,B4
EMP_00135,2022-11-02,2742900.0,B5
EMP_00135,2023-04-01,3139200.0,B5
EMP_00135,2024-04-01,3200000.0,B5
EMP_00136,2021-07-09,622600.0,B2
EMP_00136,2022-04-01,681800.0,B2
EMP_00137,2020-10-19,1022500.0,B3
EMP_00137,2021-04-01,1104400.0,B3
EMP_00137,2022-04-01,1297100.0,B3
EMP_00137,2023-04-01,1400000.0,B3
EMP_00137,2024-04-01,1400000.0,B3
EMP_00138,2023-11-07,760000.0,B2
EMP_00138,2024-04-01,852800.0,B2
EMP_00139,2022-11-30,9391000.0,B8
EMP_00139,2023-04-01,10256100.0,B8
EMP_00139,2024-04-01,11427000.0,B8
EMP_00140,2020-08-26,1251200.0,B3
EMP_00140,2021-04-01,1400000.0,B3
EMP_00141,2023-10-19,1395400.0,B4
EMP_00141,2024-04-01,1556700.0,B4
EMP_00142,2021-07-21,1057400.0,B3
EMP_00143,2021-10-03,1708900.0,B4
EMP_00143,2022-04-01,2011000.0,B4
EMP_00143,2023-04-01,2200000.0,B4
EMP_00143,2024-04-01,2200000.0,B4
EMP_00144,2023-12-02,1221800.0,B4
EMP_00144,2024-04-01,1354300.0,B4
EMP_00145,2022-06-14,1339200.0,B4
EMP_00145,2023-04-01,1572400.0,B4
EMP_00145,2024-04-01,1711000.0,B4
EMP_00146,2023-02-28,2295300.0,B5
EMP_00146,2024-04-01,2508100.0,B5
EMP_00147,2023-07-30,5733100.0,B7
EMP_00148,2021-02-16,1924400.0,B4
EMP_00148,2022-04-01,2156600.0,B4
EMP_00148,2023-04-01,2200000.0,B4
EMP_00148,2024-04-01,2200000.0,B4
EMP_00149,2022-07-09,1133200.0,B3
EMP_00149,2023-04-01,1228300.0,B3
EMP_00149,2024-04-01,1400000.0,B3
EMP_00150,2022-12-06,1573100.0,B4
EMP_00150,2023-04-01,1754600.0,B4
EMP_00151,2019-08-01,553800.0,B1
EMP_00151,2020-04-01,600000.0,B1
EMP_00151,2021-04-01,600000.0,B1
EMP_00151,2022-04-01,600000.0,B1
EMP_00152,2019-03-16,1101200.0,B3
EMP_00152,2020-04-01,1243900.0,B3
EMP_00152,2021-04-01,1400000.0,B3
EMP_00152,2022-04-01,1400000.0,B3
EMP_00152,2023-04-01,1400000.0,B3
EMP_00153,2020-09-20,3820200.0,B6
EMP_00153,2021-04-01,4244600.0,B6
EMP_00153,2022-04-01,4594900.0,B6
EMP_00153,2023-04-01,5000000.0,B6
EMP_00153,2024-04-01,5000000.0,B6
EMP_00154,2020-04-23,1034700.0,B3
EMP_00154,2021-04-01,1129400.0,B3
EMP_00155,2020-12-10,1755000.0,B4
EMP_00155,2021-04-01,1944000.0,B4
EMP_00155,2022-04-01,2165400.0,B4
EMP_00155,2023-04-01,2200000.0,B4
EMP_00155,2024-04-01,2200000.0,B4
EMP_00156,2022-11-10,959300.0,B3
EMP_00156,2023-04-01,1124100.0,B3
EMP_00157,2019-04-25,463900.0,B1
EMP_00157,2020-04-01,503200.0,B1
EMP_00158,2020-12-06,1041200.0,B3
EMP_00158,2021-04-01,1132300.0,B3
EMP_00159,2023-08-16,915800.0,B3
EMP_00159,2024-04-01,1051300.0,B3
EMP_00160,2022-10-08,608900.0,B2
EMP_00160,2023-04-01,679900.0,B2
EMP_00161,2020-12-07,1053700.0,B3
EMP_00161,2021-04-01,1165200.0,B3
EMP_00161,2022-04-01,1301000.0,B3
EMP_00161,2023-04-01,1400000.0,B3
EMP_00162,2019-06-03,852700.0,B3
EMP_00162,2020-04-01,954900.0,B3
EMP_00163,2023-01-22,5769600.0,B7
EMP_00163,2024-04-01,6445700.0,B7
EMP_00164,2022-10-11,933900.0,B3
EMP_00164,2023-04-01,1042200.0,B3
EMP_00164,2024-04-01,1146100.0,B3
EMP_00165,2020-06-16,1036300.0,B3
EMP_00165,2021-04-01,1140400.0,B3
EMP_00166,2020-12-14,1694100.0,B4
EMP_00166,2021-04-01,1846300.0,B4
EMP_00166,2022-04-01,2030400.0,B4
EMP_00167,2020-06-23,1560200.0,B4
EMP_00167,2021-04-01,1711500.0,B4
EMP_00168,2023-09-30,1733200.0,B4
EMP_00168,2024-04-01,1880400.0,B4
EMP_00169,2020-11-28,695100.0,B2
EMP_00169,2021-04-01,760400.0,B2
EMP_00169,2022-04-01,828300.0,B2
EMP_00169,2023-04-01,900000.0,B2
EMP_00170,2023-05-13,1044100.0,B3
EMP_00170,2024-04-01,1210400.0,B3
EMP_00171,2022-10-16,10302900.0,B8
EMP_00171,2023-04-01,11184200.0,B8
EMP_00171,2024-04-01,12243800.0,B8
EMP_00172,2020-02-09,1037000.0,B3
EMP_00172,2021-04-01,1166700.0,B3
EMP_00172,2022-04-01,1317300.0,B3
EMP_00172,2023-04-01,1400000.0,B3
EMP_00172,2024-04-01,1400000.0,B3
EMP_00173,2021-10-27,8993900.0,B8
EMP_00173,2022-04-01,9990800.0,B8
EMP_00173,2023-04-01,10872600.0,B8
EMP_00173,2024-04-01,11829600.0,B8
EMP_00174,2023-01-22,1190900.0,B3
EMP_00174,2024-04-01,1329900.0,B3
EMP_00175,2023-10-08,1694600.0,B4
EMP_00175,2024-04-01,1864500.0,B4
EMP_00176,2022-06-06,708700.0,B2
EMP_00176,2023-04-01,772700.0,B2
EMP_00176,2024-04-01,839200.0,B2
EMP_00177,2019-12-28,2335900.0,B5
EMP_00177,2020-04-01,2687600.0,B5
EMP_00177,2021-04-01,2926700.0,B5
EMP_00177,2022-04-01,3200000.0,B5
EMP_00177,2023-04-01,3200000.0,B5
EMP_00177,2024-04-01,3200000.0,B5
EMP_00178,2021-03-13,887200.0,B3
EMP_00178,2022-04-01,969000.0,B3
EMP_00178,2023-04-01,1141100.0,B3
EMP_00179,2023-03-31,6086500.0,B7
EMP_00179,2024-04-01,6731000.0,B7
EMP_00180,2023-03-19,1316100.0,B3
EMP_00180,2024-04-01,1400000.0,B3
EMP_00181,2020-05-26,680800.0,B2
EMP_00181,2021-04-01,779500.0,B2
EMP_00181,2022-04-01,860600.0,B2
EMP_00181,2023-04-01,900000.0,B2
EMP_00181,2024-04-01,900000.0,B2
EMP_00182,2023-08-12,428800.0,B1
EMP_00182,2024-04-01,504600.0,B1
EMP_00183,2020-10-04,461700.0,B1
EMP_00183,2021-04-01,507900.0,B1
EMP_00184,2021-09-30,2299700.0,B5
EMP_00184,2022-04-01,2712600.0,B5
EMP_00184,2023-04-01,3030200.0,B5
EMP_00184,2024-04-01,3200000.0,B5
EMP_00185,2023-03-31,1694400.0,B4
EMP_00185,2024-04-01,1834200.0,B4
EMP_00186,2023-05-23,761000.0,B2
EMP_00186,2024-04-01,850400.0,B2
EMP_00187,2023-04-14,6301100.0,B7
EMP_00187,2024-04-01,7096200.0,B7
EMP_00188,2022-12-07,2055300.0,B5
EMP_00188,2023-04-01,2424700.0,B5
EMP_00188,2024-04-01,2626200.0,B5
EMP_00189,2019-11-03,1787700.0,B4
EMP_00189,2020-04-01,2048900.0,B4
EMP_00189,2021-04-01,2200000.0,B4
EMP_00189,2022-04-01,2200000.0,B4
EMP_00189,2023-04-01,2200000.0,B4
EMP_00189,2024-04-01,2200000.0,B4
EMP_00190,2020-11-19,1687500.0,B4
EMP_00190,2021-04-01,1851400.0,B4
EMP_00190,2022-04-01,2160800.0,B4
EMP_00191,2022-09-28,452900.0,B1
EMP_00192,2023-02-21,1943100.0,B5
EMP_00192,2024-04-01,2194900.0,B5
EMP_00193,2019-01-23,1012600.0,B3
EMP_00193,2020-04-01,1108900.0,B3
EMP_00193,2021-04-01,1217900.0,B3
EMP_00193,2022-04-01,1339900.0,B3
EMP_00193,2023-04-01,1400000.0,B3
EMP_00193,2024-04-01,1400000.0,B3
EMP_00194,2022-12-08,1685200.0,B4
EMP_00194,2023-04-01,1854400.0,B4
EMP_00194,2024-04-01,2014400.0,B4
EMP_00195,2020-02-26,1093800.0,B3
EMP_00195,2021-04-01,1217200.0,B3
EMP_00195,2022-04-01,1315800.0,B3
EMP_00195,2023-04-01,1400000.0,B3
EMP_00195,2024-04-01,1400000.0,B3
EMP_00196,2020-06-14,1411400.0,B4
EMP_00196,2021-04-01,1533400.0,B4
EMP_00196,2022-04-01,1666700.0,B4
EMP_00196,2023-04-01,1856300.0,B4
EMP_00196,2024-04-01,2023600.0,B4
EMP_00197,2022-08-11,1722800.0,B4
EMP_00197,2023-04-01,1942700.0,B4
EMP_00198,2022-03-22,350000.0,B1
EMP_00198,2023-04-01,388900.0,B1
EMP_00198,2024-04-01,439000.0,B1
EMP_00199,2022-09-20,2371700.0,B5
EMP_00199,2023-04-01,2741700.0,B5
EMP_00199,2024-04-01,3044700.0,B5
EMP_00200,2023-06-25,1410500.0,B4
EMP_00200,2024-04-01,1546100.0,B4
EMP_00201,2019-08-24,6743800.0,B7
EMP_00201,2020-04-01,7496500.0,B7
EMP_00201,2021-04-01,8000000.0,B7
EMP_00201,2022-04-01,8000000.0,B7
EMP_00201,2023-04-01,8000000.0,B7
EMP_00201,2024-04-01,8000000.0,B7
EMP_00202,2022-03-02,456000.0,B1
EMP_00202,2023-04-01,502900.0,B1
EMP_00203,2023-11-06,777900.0,B2
EMP_00203,2024-04-01,850200.0,B2
EMP_00204,2023-08-21,1626300.0,B4
EMP_00204,2024-04-01,1822800.0,B4
EMP_00205,2023-12-01,1202800.0,B3
