employee_id,review_year,rating,promotion
204648,2018,3,No
204650,2018,4,No
204652,2018,2,No
204664,2018,4,No
204665,2018,3,No
204669,2018,3,No
204670,2018,3,No
204679,2018,5,No
204680,2018,2,No
204697,2018,3,No
204707,2018,3,No
204708,2018,3,No
204742,2018,5,No
204743,2018,3,No
204748,2018,3,No
204758,2018,3,No
204762,2018,4,No
204764,2018,3,No
204767,2018,3,No
204773,2018,3,No
204780,2018,3,No
204785,2018,3,No
204787,2018,3,No
204794,2018,5,No
204798,2018,3,No
204812,2018,4,No
204815,2018,3,No
204817,2018,3,No
204824,2018,3,No
204825,2018,4,No
204837,2018,3,No
204843,2018,3,No
204845,2018,3,No
204856,2018,4,No
204866,2018,3,No
204868,2018,3,No
204869,2018,5,No
204883,2018,3,No
204884,2018,5,No
204886,2018,3,No
204898,2018,4,No
204901,2018,4,No
204909,2018,5,No
204922,2018,3,No
204935,2018,4,No
204955,2018,3,No
204970,2018,4,No
204972,2018,3,No
204974,2018,5,No
204994,2018,3,No
205036,2018,3,No
205050,2018,3,No
205060,2018,4,No
205066,2018,3,No
205069,2018,4,No
205070,2018,4,No
205106,2018,3,No
205122,2018,4,No
205129,2018,3,No
205137,2018,3,No
205143,2018,1,No
205153,2018,3,No
205157,2018,3,No
205191,2018,4,No
205203,2018,3,No
205211,2018,2,No
205217,2018,3,No
205224,2018,3,No
205241,2018,4,No
205269,2018,3,No
205279,2018,5,No
205288,2018,4,No
205305,2018,2,No
205306,2018,4,No
205324,2018,3,No
205329,2018,4,No
205335,2018,3,No
205336,2018,3,No
205371,2018,4,No
205390,2018,2,No
205405,2018,1,No
205407,2018,3,No
205411,2018,3,No
205422,2018,4,No
205431,2018,1,No
205435,2018,4,No
205443,2018,3,No
205449,2018,3,No
205452,2018,3,No
205461,2018,3,No
205462,2018,4,No
205463,2018,3,No
205465,2018,5,No
205468,2018,3,No
205482,2018,3,No
205492,2018,3,No
205502,2018,3,No
205506,2018,3,No
205509,2018,3,No
205514,2018,2,No
205529,2018,4,No
205530,2018,3,No
205538,2018,3,No
205541,2018,3,No
205550,2018,3,No
205551,2018,3,No
205552,2018,3,No
205560,2018,3,No
205567,2018,3,No
205568,2018,3,No
205570,2018,4,No
205573,2018,5,No
205580,2018,3,No
205582,2018,3,No
205586,2018,3,No
205587,2018,3,No
205598,2018,2,No
205612,2018,3,No
205623,2018,3,No
205624,2018,2,No
205638,2018,3,No
205653,2018,3,No
205654,2018,4,No
205667,2018,3,No
205673,2018,5,No
205674,2018,3,No
205680,2018,4,No
205681,2018,4,No
205689,2018,3,No
205700,2018,3,No
205705,2018,3,No
205719,2018,3,No
205722,2018,3,No
205728,2018,4,No
205729,2018,5,No
205731,2018,3,No
205732,2018,5,No
205735,2018,5,No
205742,2018,3,No
205760,2018,3,No
205766,2018,3,No
205770,2018,2,No
205772,2018,3,No
205779,2018,3,No
205791,2018,3,No
205800,2018,4,No
205806,2018,3,No
205812,2018,4,No
205820,2018,3,No
205825,2018,4,No
205827,2018,3,No
205835,2018,3,No
205836,2018,3,No
205841,2018,3,No
205849,2018,3,No
205853,2018,3,No
205856,2018,5,No
205859,2018,4,No
205878,2018,3,No
205884,2018,3,No
205886,2018,3,No
205897,2018,4,No
205901,2018,4,No
205905,2018,1,No
205907,2018,3,No
205922,2018,4,No
205936,2018,1,No
205938,2018,4,No
205945,2018,3,No
205962,2018,4,No
205985,2018,3,No
205986,2018,4,No
205991,2018,3,No
205996,2018,3,No
206006,2018,3,No
206010,2018,5,No
206041,2018,4,No
206051,2018,3,No
206064,2018,3,No
206080,2018,3,No
206090,2018,3,No
206093,2018,4,No
206102,2018,4,No
206112,2018,4,No
206119,2018,3,No
206120,2018,3,No
206124,2018,3,No
206126,2018,4,No
206146,2018,4,No
206152,2018,3,No
206155,2018,4,No
206165,2018,3,No
206167,2018,5,No
206168,2018,3,No
206169,2018,5,No
206171,2018,3,No
206184,2018,3,No
206185,2018,3,No
206187,2018,5,No
206193,2018,3,No
206201,2018,3,No
206213,2018,4,No
206215,2018,5,No
206223,2018,3,No
206229,2018,3,No
206234,2018,3,No
206247,2018,4,No
206265,2018,4,No
206270,2018,5,No
206271,2018,3,No
206274,2018,3,No
206289,2018,3,No
206298,2018,3,No
206316,2018,3,No
206317,2018,3,No
206320,2018,4,No
206321,2018,2,No
206326,2018,4,No
206357,2018,2,No
206359,2018,4,No
206371,2018,1,No
206372,2018,3,No
206405,2018,3,No
206422,2018,3,No
206431,2018,3,No
206440,2018,3,No
206467,2018,3,No
206474,2018,3,No
206480,2018,3,No
206484,2018,3,No
206526,2018,3,No
206527,2018,3,No
206533,2018,3,No
206567,2018,3,No
206569,2018,3,No
206587,2018,3,No
206598,2018,5,No
206606,2018,3,No
206612,2018,3,No
206636,2018,3,No
206637,2018,4,No
206646,2018,3,No
206649,2018,3,No
206667,2018,5,No
206678,2018,3,No
206685,2018,2,No
206687,2018,3,No
206698,2018,5,No
206705,2018,3,No
206714,2018,4,No
206717,2018,3,No
206724,2018,3,No
206729,2018,4,No
206734,2018,3,No
206744,2018,5,No
206745,2018,3,No
206759,2018,4,No
206763,2018,4,No
206766,2018,3,No
206769,2018,4,No
206773,2018,3,No
206776,2018,3,No
206784,2018,5,No
206806,2018,4,No
206807,2018,3,No
206819,2018,3,No
206825,2018,3,No
206834,2018,1,No
206838,2018,4,No
206851,2018,5,No
206858,2018,4,No
206862,2018,5,No
206878,2018,4,No
206882,2018,5,No
206885,2018,3,No
206887,2018,3,No
206900,2018,4,No
206904,2018,3,No
206908,2018,3,No
206910,2018,3,No
206912,2018,3,No
206916,2018,3,No
206917,2018,2,No
206924,2018,3,No
206937,2018,3,No
206938,2018,4,No
206951,2018,4,No
206957,2018,5,No
206965,2018,3,No
207001,2018,5,No
207006,2018,3,No
207021,2018,3,No
207022,2018,3,No
207025,2018,5,No
207031,2018,3,No
207036,2018,5,No
207037,2018,3,No
207052,2018,3,No
207060,2018,3,No
207062,2018,3,No
207070,2018,4,No
207075,2018,5,No
207076,2018,3,No
207079,2018,2,No
207091,2018,3,No
207094,2018,5,No
207099,2018,4,No
207101,2018,4,No
207103,2018,3,No
207108,2018,3,No
207109,2018,3,No
207118,2018,3,No
207123,2018,3,No
207126,2018,1,No
207135,2018,3,No
207136,2018,3,No
207151,2018,3,No
207154,2018,3,No
207168,2018,4,No
207180,2018,2,No
207191,2018,3,No
207192,2018,3,No
207195,2018,3,No
207217,2018,2,No
207243,2018,2,No
207245,2018,3,No
207246,2018,2,No
207247,2018,3,No
207248,2018,3,No
207255,2018,3,No
207256,2018,3,No
207258,2018,3,No
207264,2018,2,No
207269,2018,3,No
207279,2018,4,No
207284,2018,4,No
207298,2018,3,No
207319,2018,3,No
207327,2018,3,No
207328,2018,3,No
207333,2018,5,No
207340,2018,4,No
207344,2018,3,No
207345,2018,3,No
207350,2018,4,No
207353,2018,3,No
207361,2018,4,No
207362,2018,3,No
207373,2018,3,No
207374,2018,3,No
207398,2018,2,No
207399,2018,1,No
207401,2018,3,No
207406,2018,3,No
207419,2018,3,No
207425,2018,3,No
207430,2018,3,No
207432,2018,3,No
207442,2018,3,No
207447,2018,2,No
207464,2018,4,No
207470,2018,5,No
207495,2018,1,No
207505,2018,5,No
207508,2018,4,No
207512,2018,3,No
207525,2018,5,No
207530,2018,3,No
207542,2018,3,No
207545,2018,4,No
207562,2018,3,No
207564,2018,4,No
207575,2018,3,No
207578,2018,3,No
207604,2018,3,No
207610,2018,4,No
207612,2018,4,No
207613,2018,3,No
207626,2018,5,No
207627,2018,3,No
207657,2018,3,No
207669,2018,3,No
207705,2018,3,No
207707,2018,3,No
207708,2018,3,No
207710,2018,5,No
207717,2018,3,No
207718,2018,3,No
207725,2018,3,No
207743,2018,4,No
207770,2018,3,No
207775,2018,3,No
207786,2018,3,No
207790,2018,3,No
207797,2018,3,No
207800,2018,3,No
207811,2018,2,No
207833,2018,3,No
207859,2018,3,No
207860,2018,3,No
207868,2018,4,No
207869,2018,4,No
207876,2018,5,No
207878,2018,1,No
207883,2018,3,No
207887,2018,3,No
207896,2018,4,No
207897,2018,5,No
207908,2018,3,No
207915,2018,3,No
207917,2018,3,No
207921,2018,3,No
207933,2018,3,No
207944,2018,4,No
207948,2018,3,No
207954,2018,3,No
208011,2018,3,No
208019,2018,2,No
208025,2018,3,No
208028,2018,3,No
208030,2018,3,No
208038,2018,3,No
208050,2018,3,No
208069,2018,3,No
208072,2018,3,No
208073,2018,3,No
208078,2018,5,No
208097,2018,3,No
208105,2018,3,No
208114,2018,4,No
208132,2018,2,No
208152,2018,4,No
208153,2018,4,No
208163,2018,3,No
208173,2018,3,No
208178,2018,5,No
208203,2018,4,No
208208,2018,3,No
208212,2018,3,No
208213,2018,5,No
208217,2018,1,No
208239,2018,3,No
208245,2018,4,No
208250,2018,4,No
208251,2018,3,No
208252,2018,3,No
208259,2018,4,No
208263,2018,3,No
208265,2018,4,No
208269,2018,4,No
208283,2018,3,No
208284,2018,4,No
208285,2018,3,No
208292,2018,3,No
208301,2018,3,No
208303,2018,3,No
208314,2018,3,No
208320,2018,3,No
208343,2018,2,No
208361,2018,1,No
208370,2018,2,No
208377,2018,3,No
208378,2018,3,No
208387,2018,3,No
208391,2018,2,No
208392,2018,3,No
208411,2018,5,No
208412,2018,5,No
208426,2018,3,No
208427,2018,4,No
208438,2018,3,No
208446,2018,3,No
208450,2018,3,No
208471,2018,3,No
208481,2018,3,No
208483,2018,4,No
208485,2018,3,No
208506,2018,3,No
208510,2018,4,No
208518,2018,4,No
208538,2018,3,No
208558,2018,3,No
208563,2018,5,No
208569,2018,4,No
208573,2018,3,No
208584,2018,5,No
208590,2018,4,No
208594,2018,3,No
208595,2018,3,No
208602,2018,3,No
208608,2018,3,No
208625,2018,3,No
208630,2018,3,No
208633,2018,4,No
208649,2018,3,No
208656,2018,3,No
208662,2018,3,No
208672,2018,3,No
208675,2018,4,No
208683,2018,3,No
208685,2018,2,No
208690,2018,3,No
208704,2018,3,No
208706,2018,5,No
208712,2018,3,No
208714,2018,4,No
208750,2018,4,No
208756,2018,3,No
208767,2018,3,No
208772,2018,3,No
208775,2018,3,No
208778,2018,3,No
208779,2018,3,No
208781,2018,4,No
208784,2018,4,No
208788,2018,3,No
208801,2018,3,No
208804,2018,3,No
208834,2018,2,No
208845,2018,3,No
208848,2018,4,No
208858,2018,4,No
208860,2018,3,No
208861,2018,3,No
208862,2018,3,No
208864,2018,4,No
208865,2018,3,No
208866,2018,2,No
208875,2018,4,No
208882,2018,2,No
208914,2018,4,No
208917,2018,3,No
208926,2018,3,No
208943,2018,3,No
208948,2018,3,No
208955,2018,4,No
208958,2018,3,No
208974,2018,2,No
208978,2018,2,No
208979,2018,5,No
208990,2018,3,No
208999,2018,3,No
209002,2018,4,No
209018,2018,2,No
209020,2018,3,No
209025,2018,2,No
209030,2018,3,No
209032,2018,4,No
209049,2018,1,No
209052,2018,2,No
209057,2018,3,No
209061,2018,3,No
209062,2018,3,No
209072,2018,5,No
209081,2018,4,No
209090,2018,3,No
209096,2018,2,No
209102,2018,3,No
209104,2018,5,No
209109,2018,3,No
209111,2018,3,No
209122,2018,3,No
209125,2018,3,No
209135,2018,4,No
209141,2018,4,No
209146,2018,4,No
209148,2018,1,No
209172,2018,3,No
209182,2018,4,No
209187,2018,3,No
209194,2018,5,No
209196,2018,3,No
209210,2018,3,No
209211,2018,3,No
209221,2018,2,No
209234,2018,3,No
209238,2018,4,No
209240,2018,3,No
209244,2018,3,No
209258,2018,3,No
209262,2018,2,No
209263,2018,3,No
209280,2018,3,No
209289,2018,4,No
209320,2018,3,No
209330,2018,3,No
209331,2018,4,No
209338,2018,3,No
209361,2018,2,No
209362,2018,3,No
209371,2018,3,No
209377,2018,3,No
209378,2018,4,No
209383,2018,3,No
209391,2018,3,No
209396,2018,3,No
209399,2018,3,No
209408,2018,4,No
209410,2018,4,No
209440,2018,3,No
209450,2018,4,No
209452,2018,3,No
209458,2018,3,No
209459,2018,3,No
209469,2018,3,No
209472,2018,1,No
209477,2018,3,No
209480,2018,5,No
209483,2018,2,No
209501,2018,3,No
209530,2018,3,No
209534,2018,2,No
209548,2018,2,No
209564,2018,1,No
209565,2018,3,No
209567,2018,3,No
209570,2018,3,No
209571,2018,3,No
209574,2018,5,No
209586,2018,3,No
209609,2018,3,No
209617,2018,3,No
209637,2018,3,No
209639,2018,3,No
209644,2018,3,No
209646,2018,3,No
209659,2018,2,No
209661,2018,3,No
209667,2018,3,No
209671,2018,4,No
209681,2018,3,No
209698,2018,3,No
209701,2018,3,No
209706,2018,4,No
209709,2018,5,No
209723,2018,3,No
209729,2018,3,No
209734,2018,4,No
209735,2018,3,No
209739,2018,3,No
209751,2018,5,No
209759,2018,3,No
209760,2018,5,No
209762,2018,3,No
209780,2018,3,No
209785,2018,4,No
209788,2018,3,No
209789,2018,3,No
209794,2018,3,No
209798,2018,5,No
209809,2018,3,No
209821,2018,3,No
209824,2018,4,No
209841,2018,3,No
209850,2018,4,No
209857,2018,4,No
209860,2018,3,No
209869,2018,5,No
209884,2018,3,No
209886,2018,3,No
209891,2018,4,No
209894,2018,3,No
209908,2018,4,No
209910,2018,3,No
209915,2018,3,No
209916,2018,4,No
209920,2018,3,No
209923,2018,3,No
209929,2018,4,No
209947,2018,5,No
209951,2018,4,No
209958,2018,1,No
209985,2018,4,No
209986,2018,3,No
209995,2018,3,No
209996,2018,3,No
209998,2018,3,No
210005,2018,3,No
210006,2018,4,No
210021,2018,3,No
210025,2018,3,No
210043,2018,2,No
210047,2018,1,No
210056,2018,4,No
210059,2018,4,No
210064,2018,3,No
210069,2018,3,No
210070,2018,4,No
210092,2018,3,No
210093,2018,3,No
210099,2018,2,No
210111,2018,3,No
210122,2018,2,No
210128,2018,3,No
210138,2018,3,No
210141,2018,2,No
210143,2018,3,No
210148,2018,2,No
210154,2018,3,No
210165,2018,3,No
210166,2018,2,No
210167,2018,3,No
210173,2018,3,No
210205,2018,4,No
210212,2018,5,No
210213,2018,3,No
210236,2018,3,No
210266,2018,3,No
210284,2018,3,No
210289,2018,3,No
210292,2018,5,No
210336,2018,5,No
210339,2018,3,No
210346,2018,3,No
210349,2018,4,No
210354,2018,3,No
210361,2018,3,No
210364,2018,3,No
210375,2018,2,No
210385,2018,3,No
210388,2018,3,No
210397,2018,3,No
210401,2018,3,No
210412,2018,3,No
210413,2018,3,No
210424,2018,3,No
210457,2018,3,No
210469,2018,3,No
210471,2018,3,No
210477,2018,3,No
210499,2018,3,No
210501,2018,3,No
210509,2018,3,No
210510,2018,1,No
210511,2018,5,No
210513,2018,5,No
210519,2018,4,No
210528,2018,2,No
210533,2018,4,No
210539,2018,3,No
210540,2018,3,No
210546,2018,3,No
210554,2018,3,No
210560,2018,1,No
210571,2018,3,No
210572,2018,3,No
210581,2018,4,No
210582,2018,4,No
210588,2018,3,No
210598,2018,3,No
210603,2018,4,No
210618,2018,5,No
210619,2018,3,No
210628,2018,3,No
210631,2018,3,No
210635,2018,3,No
210645,2018,3,No
210662,2018,3,No
210665,2018,2,No
210666,2018,3,No
210675,2018,3,No
210680,2018,2,No
210687,2018,2,No
210691,2018,5,No
210700,2018,3,No
210702,2018,3,No
210707,2018,3,No
210709,2018,3,No
210726,2018,3,No
210731,2018,3,No
210735,2018,3,No
210749,2018,3,No
210759,2018,4,No
210768,2018,3,No
210770,2018,3,No
210774,2018,4,No
210778,2018,1,No
210784,2018,3,No
210785,2018,3,No
210787,2018,3,No
210788,2018,4,No
210800,2018,3,No
210804,2018,4,No
210806,2018,3,No
210807,2018,3,No
210809,2018,2,No
210813,2018,4,No
210814,2018,3,No
210815,2018,3,No
210822,2018,3,No
210824,2018,3,No
210825,2018,3,No
210833,2018,3,No
210834,2018,3,No
210843,2018,4,No
210845,2018,3,No
210851,2018,2,No
210870,2018,3,No
210882,2018,3,No
210907,2018,2,No
210915,2018,3,No
210923,2018,3,No
210926,2018,4,No
210927,2018,3,No
210935,2018,4,No
210952,2018,3,No
210977,2018,3,No
210980,2018,3,No
210988,2018,4,No
210990,2018,3,No
210997,2018,3,No
211012,2018,4,No
211016,2018,4,No
211029,2018,2,No
211047,2018,4,No
211053,2018,3,No
211067,2018,3,No
211072,2018,3,No
211076,2018,3,No
211084,2018,1,No
211086,2018,2,No
211089,2018,4,No
211099,2018,2,No
211101,2018,3,No
211102,2018,4,No
211124,2018,3,No
211139,2018,3,No
211144,2018,3,No
211161,2018,3,No
211177,2018,4,No
211180,2018,4,No
211217,2018,3,No
211238,2018,4,No
211247,2018,5,No
211260,2018,3,No
211273,2018,3,No
211274,2018,3,No
211284,2018,5,No
211288,2018,3,No
211297,2018,3,No
